handle_id,barcode,article_name,brand,general_tags,category,component_tags,images,product_url
benares-silk-brocade-pant,18842282,BENARES SILK BROCADE PANT,Dash and Dot,"Wide-Leg, Brocade, Floral, Fuchsia, Luxury",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Fuchsia, Pattern: Floral, Occasion: Formal, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_e83c1696-9fb9-4251-804f-26e0c21175f3.jpg?v=1764658979,https://shop.broadwaylive.in/products/benares-silk-brocade-pant
benares-silk-brocade-pant,18875050,BENARES SILK BROCADE PANT,Dash and Dot,"Wide-Leg, Brocade, Floral, Fuchsia, Luxury",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Fuchsia, Pattern: Floral, Occasion: Formal, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_107fecba-3608-4b33-bcfe-4a66d94f5856.jpg?v=1764658979,https://shop.broadwaylive.in/products/benares-silk-brocade-pant
benares-silk-brocade-pant,18907818,BENARES SILK BROCADE PANT,Dash and Dot,"Wide-Leg, Brocade, Floral, Fuchsia, Luxury",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Fuchsia, Pattern: Floral, Occasion: Formal, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_4b81ac81-2524-44fe-91e9-bfac2d1cc469.jpg?v=1764658979,https://shop.broadwaylive.in/products/benares-silk-brocade-pant
benares-silk-brocade-pant,18940586,BENARES SILK BROCADE PANT,Dash and Dot,"Wide-Leg, Brocade, Floral, Fuchsia, Luxury",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Fuchsia, Pattern: Floral, Occasion: Formal, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/7_6bf6b9fa-230e-418f-b9aa-2814f1cbfd23.jpg?v=1764658979,https://shop.broadwaylive.in/products/benares-silk-brocade-pant
benares-silk-brocade-pant,18973354,BENARES SILK BROCADE PANT,Dash and Dot,"Wide-Leg, Brocade, Floral, Fuchsia, Luxury",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Fuchsia, Pattern: Floral, Occasion: Formal, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/c_4f14afdf-d850-4832-b159-2a3ed8943e40.jpg?v=1764658979,https://shop.broadwaylive.in/products/benares-silk-brocade-pant
benares-silk-brocade-a-line-jacket,19438250,BENARES SILK BROCADE A-LINE JACKET,Dash and Dot,"Jacket, Silk, Brocade, A-Line, Floral",Clothing & Fashion,"Sub Category: Outerwear, Fit: Regular, Color: Gold, Pattern: Floral, Occasion: Formal, Style: Classic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_cec840c3-5e24-4809-a20f-3a04c0b199d2.jpg?v=1764660066,https://shop.broadwaylive.in/products/benares-silk-brocade-a-line-jacket
benares-silk-brocade-a-line-jacket,19471018,BENARES SILK BROCADE A-LINE JACKET,Dash and Dot,"Jacket, Silk, Brocade, A-Line, Floral",Clothing & Fashion,"Sub Category: Outerwear, Fit: Regular, Color: Gold, Pattern: Floral, Occasion: Formal, Style: Classic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/9_e51cc55b-cced-4549-8763-aee5b89254c2.jpg?v=1764660066,https://shop.broadwaylive.in/products/benares-silk-brocade-a-line-jacket
benares-silk-brocade-a-line-jacket,19503786,BENARES SILK BROCADE A-LINE JACKET,Dash and Dot,"Jacket, Silk, Brocade, A-Line, Floral",Clothing & Fashion,"Sub Category: Outerwear, Fit: Regular, Color: Gold, Pattern: Floral, Occasion: Formal, Style: Classic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/13_ede7685b-8baa-4254-b5a2-80707136292c.jpg?v=1764660066,https://shop.broadwaylive.in/products/benares-silk-brocade-a-line-jacket
benares-silk-brocade-a-line-jacket,19536554,BENARES SILK BROCADE A-LINE JACKET,Dash and Dot,"Jacket, Silk, Brocade, A-Line, Floral",Clothing & Fashion,"Sub Category: Outerwear, Fit: Regular, Color: Gold, Pattern: Floral, Occasion: Formal, Style: Classic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/14_8a7635c7-9365-426e-bc0d-d0e9bc241e36.jpg?v=1764660066,https://shop.broadwaylive.in/products/benares-silk-brocade-a-line-jacket
benares-silk-brocade-a-line-jacket,19569322,BENARES SILK BROCADE A-LINE JACKET,Dash and Dot,"Jacket, Silk, Brocade, A-Line, Floral",Clothing & Fashion,"Sub Category: Outerwear, Fit: Regular, Color: Gold, Pattern: Floral, Occasion: Formal, Style: Classic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/15_d8689a61-c99e-4e7a-9da0-832f0bcabec1.jpg?v=1764660067,https://shop.broadwaylive.in/products/benares-silk-brocade-a-line-jacket
benares-silk-brocade-a-line-jacket,19602090,BENARES SILK BROCADE A-LINE JACKET,Dash and Dot,"Jacket, Silk, Brocade, A-Line, Floral",Clothing & Fashion,"Sub Category: Outerwear, Fit: Regular, Color: Gold, Pattern: Floral, Occasion: Formal, Style: Classic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/16_09fd1ff6-aa88-4209-aa2c-528fe69528b6.jpg?v=1764660066,https://shop.broadwaylive.in/products/benares-silk-brocade-a-line-jacket
benares-silk-brocade-a-line-jacket,19634858,BENARES SILK BROCADE A-LINE JACKET,Dash and Dot,"Jacket, Silk, Brocade, A-Line, Floral",Clothing & Fashion,"Sub Category: Outerwear, Fit: Regular, Color: Gold, Pattern: Floral, Occasion: Formal, Style: Classic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/17_da61421c-9ca1-481f-ad13-3f98d2ef0ce0.jpg?v=1764660067,https://shop.broadwaylive.in/products/benares-silk-brocade-a-line-jacket
pastel-sequin-embroidered-pant,19997098,PASTEL SEQUIN EMBROIDERED PANT,Dash and Dot,"Wide-Leg, Flared, Embroidered, Pastel, Party Wear",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Baby Blue, Pattern: Geometric, Occasion: Night Out, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_c3351982-279d-4625-9b8e-d24686819bde.jpg?v=1764583250,https://shop.broadwaylive.in/products/pastel-sequin-embroidered-pant
pastel-sequin-embroidered-pant,20029866,PASTEL SEQUIN EMBROIDERED PANT,Dash and Dot,"Wide-Leg, Flared, Embroidered, Pastel, Party Wear",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Baby Blue, Pattern: Geometric, Occasion: Night Out, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_5718c2ac-b5b5-4fd4-99ea-6d56c11cbe82.jpg?v=1764583249,https://shop.broadwaylive.in/products/pastel-sequin-embroidered-pant
pastel-sequin-embroidered-pant,20062634,PASTEL SEQUIN EMBROIDERED PANT,Dash and Dot,"Wide-Leg, Flared, Embroidered, Pastel, Party Wear",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Baby Blue, Pattern: Geometric, Occasion: Night Out, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_f417902f-7320-4c2a-9087-dfd028aeb432.jpg?v=1764583250,https://shop.broadwaylive.in/products/pastel-sequin-embroidered-pant
pastel-sequin-embroidered-pant,20095402,PASTEL SEQUIN EMBROIDERED PANT,Dash and Dot,"Wide-Leg, Flared, Embroidered, Pastel, Party Wear",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Baby Blue, Pattern: Geometric, Occasion: Night Out, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_0269d992-3c90-4bb0-932c-6eae08967c02.jpg?v=1764583250,https://shop.broadwaylive.in/products/pastel-sequin-embroidered-pant
pastel-sequin-embroidered-pant,20128170,PASTEL SEQUIN EMBROIDERED PANT,Dash and Dot,"Wide-Leg, Flared, Embroidered, Pastel, Party Wear",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Baby Blue, Pattern: Geometric, Occasion: Night Out, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_0d19157d-25b7-4813-aef0-b886bb4e1704.jpg?v=1764583249,https://shop.broadwaylive.in/products/pastel-sequin-embroidered-pant
pastel-sequin-embroidered-pant,20160938,PASTEL SEQUIN EMBROIDERED PANT,Dash and Dot,"Wide-Leg, Flared, Embroidered, Pastel, Party Wear",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Baby Blue, Pattern: Geometric, Occasion: Night Out, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_3c7a65c0-d587-4dcb-877e-d9206a6c7661.jpg?v=1764583250,https://shop.broadwaylive.in/products/pastel-sequin-embroidered-pant
pastel-sequin-embroidered-pant,20193706,PASTEL SEQUIN EMBROIDERED PANT,Dash and Dot,"Wide-Leg, Flared, Embroidered, Pastel, Party Wear",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Baby Blue, Pattern: Geometric, Occasion: Night Out, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/7_c0058d84-31be-43bd-a1ab-6e87be39941b.jpg?v=1764583250,https://shop.broadwaylive.in/products/pastel-sequin-embroidered-pant
crushed-gota-weave-maxi,20217514,CRUSHED GOTA WEAVE MAXI,Dash and Dot,"Maxi Dress, Artisanal, Handcrafted, Flowing, Full Sleeves",Clothing & Fashion,"Sub Category: Dresses, Fit: Regular, Color: Neutrals, Pattern: Solid, Occasion: Casual, Style: Boho",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_81359723-71aa-49bf-9ab9-51a9f5ef9fb4.jpg?v=1764654627,https://shop.broadwaylive.in/products/crushed-gota-weave-maxi
crushed-gota-weave-maxi,20250282,CRUSHED GOTA WEAVE MAXI,Dash and Dot,"Maxi Dress, Artisanal, Handcrafted, Flowing, Full Sleeves",Clothing & Fashion,"Sub Category: Dresses, Fit: Regular, Color: Neutrals, Pattern: Solid, Occasion: Casual, Style: Boho",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_d7306366-a8be-4fc4-ba11-a39911cec734.jpg?v=1764654627,https://shop.broadwaylive.in/products/crushed-gota-weave-maxi
crushed-gota-weave-maxi,20283050,CRUSHED GOTA WEAVE MAXI,Dash and Dot,"Maxi Dress, Artisanal, Handcrafted, Flowing, Full Sleeves",Clothing & Fashion,"Sub Category: Dresses, Fit: Regular, Color: Neutrals, Pattern: Solid, Occasion: Casual, Style: Boho",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_09e3e1ec-7463-4711-abcf-b938c75333df.jpg?v=1764654628,https://shop.broadwaylive.in/products/crushed-gota-weave-maxi
crushed-gota-weave-maxi,20315818,CRUSHED GOTA WEAVE MAXI,Dash and Dot,"Maxi Dress, Artisanal, Handcrafted, Flowing, Full Sleeves",Clothing & Fashion,"Sub Category: Dresses, Fit: Regular, Color: Neutrals, Pattern: Solid, Occasion: Casual, Style: Boho",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_c0c120d2-8cc4-4884-9a01-16d1dac1233a.jpg?v=1764654628,https://shop.broadwaylive.in/products/crushed-gota-weave-maxi
crushed-gota-weave-maxi,20348586,CRUSHED GOTA WEAVE MAXI,Dash and Dot,"Maxi Dress, Artisanal, Handcrafted, Flowing, Full Sleeves",Clothing & Fashion,"Sub Category: Dresses, Fit: Regular, Color: Neutrals, Pattern: Solid, Occasion: Casual, Style: Boho",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_6c8057a3-0b9f-44f1-97fb-815df0c73504.jpg?v=1764654628,https://shop.broadwaylive.in/products/crushed-gota-weave-maxi
crushed-gota-weave-maxi,20381354,CRUSHED GOTA WEAVE MAXI,Dash and Dot,"Maxi Dress, Artisanal, Handcrafted, Flowing, Full Sleeves",Clothing & Fashion,"Sub Category: Dresses, Fit: Regular, Color: Neutrals, Pattern: Solid, Occasion: Casual, Style: Boho",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_ebf00018-7cd8-437b-a350-468141273ada.jpg?v=1764654627,https://shop.broadwaylive.in/products/crushed-gota-weave-maxi
gota-longline-top,20519594,GOTA LONGLINE TOP,Dash and Dot,"Sleeveless, Longline, Embroidered, A-line, Asymmetric Hem",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Forest Green, Pattern: Solid, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_850b79a1-76f0-4b6b-bf4b-33245aec0a50.jpg?v=1764651296,https://shop.broadwaylive.in/products/gota-longline-top
gota-longline-top,20552362,GOTA LONGLINE TOP,Dash and Dot,"Sleeveless, Longline, Embroidered, A-line, Asymmetric Hem",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Forest Green, Pattern: Solid, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_08ca0f54-86ce-4762-80cc-d78e3c20583b.jpg?v=1764651296,https://shop.broadwaylive.in/products/gota-longline-top
gota-longline-top,20585130,GOTA LONGLINE TOP,Dash and Dot,"Sleeveless, Longline, Embroidered, A-line, Asymmetric Hem",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Forest Green, Pattern: Solid, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_bcaf849c-3e4c-48e1-869a-369c21f48f2a.jpg?v=1764651296,https://shop.broadwaylive.in/products/gota-longline-top
gota-longline-top,20617898,GOTA LONGLINE TOP,Dash and Dot,"Sleeveless, Longline, Embroidered, A-line, Asymmetric Hem",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Forest Green, Pattern: Solid, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_21cad8c6-3af8-4401-9def-cfb572c465ea.jpg?v=1764651296,https://shop.broadwaylive.in/products/gota-longline-top
gota-longline-top,20650666,GOTA LONGLINE TOP,Dash and Dot,"Sleeveless, Longline, Embroidered, A-line, Asymmetric Hem",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Forest Green, Pattern: Solid, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_0d3efa64-9769-4c9a-bc06-54341ee8e55d.jpg?v=1764651296,https://shop.broadwaylive.in/products/gota-longline-top
gota-longline-top,20683434,GOTA LONGLINE TOP,Dash and Dot,"Sleeveless, Longline, Embroidered, A-line, Asymmetric Hem",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Forest Green, Pattern: Solid, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_1008b994-c99d-44f8-a55c-f7161e50b554.jpg?v=1764651296,https://shop.broadwaylive.in/products/gota-longline-top
gota-longline-top,20716202,GOTA LONGLINE TOP,Dash and Dot,"Sleeveless, Longline, Embroidered, A-line, Asymmetric Hem",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Forest Green, Pattern: Solid, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/7_e498e6a1-5d48-449b-8502-6bacc12b71ab.jpg?v=1764651296,https://shop.broadwaylive.in/products/gota-longline-top
benares-silk-brocade-longline-jacket,21338794,BENARES SILK BROCADE LONGLINE JACKET,Dash and Dot,"Longline Jacket, Brocade, Floral, Traditional, Outerwear",Clothing & Fashion,"Sub Category: Outerwear, Fit: Relaxed, Color: Beige, Pattern: Floral, Occasion: Formal, Style: Traditional",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_4_5_b2b81185-2d82-4124-986b-70dcc32cb843.jpg?v=1764659281,https://shop.broadwaylive.in/products/benares-silk-brocade-longline-jacket
benares-silk-brocade-longline-jacket,21371562,BENARES SILK BROCADE LONGLINE JACKET,Dash and Dot,"Longline Jacket, Brocade, Floral, Traditional, Outerwear",Clothing & Fashion,"Sub Category: Outerwear, Fit: Relaxed, Color: Beige, Pattern: Floral, Occasion: Formal, Style: Traditional",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_5_2_8088d52f-7f1c-495a-8f96-42ef0bc8eba7.jpg?v=1764659281,https://shop.broadwaylive.in/products/benares-silk-brocade-longline-jacket
benares-silk-brocade-longline-jacket,21404330,BENARES SILK BROCADE LONGLINE JACKET,Dash and Dot,"Longline Jacket, Brocade, Floral, Traditional, Outerwear",Clothing & Fashion,"Sub Category: Outerwear, Fit: Relaxed, Color: Beige, Pattern: Floral, Occasion: Formal, Style: Traditional",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_6_3_2d642279-b41d-4c9c-ac47-09fc3ed013ea.jpg?v=1764659281,https://shop.broadwaylive.in/products/benares-silk-brocade-longline-jacket
benares-silk-brocade-longline-jacket,21437098,BENARES SILK BROCADE LONGLINE JACKET,Dash and Dot,"Longline Jacket, Brocade, Floral, Traditional, Outerwear",Clothing & Fashion,"Sub Category: Outerwear, Fit: Relaxed, Color: Beige, Pattern: Floral, Occasion: Formal, Style: Traditional",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_7_4_c5393d87-0ea1-4f33-9f5d-ef7efee65953.jpg?v=1764659281,https://shop.broadwaylive.in/products/benares-silk-brocade-longline-jacket
gold-sequin-embroidered-pant,23437738,GOLD SEQUIN EMBROIDERED PANT,Dash and Dot,"Pants, Flare, Luxury, Glamour, Evening Wear",Clothing & Fashion,"Sub Category: Bottoms, Fit: Relaxed, Color: Gold, Pattern: Geometric, Occasion: Night Out, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_347f5646-2706-4b7c-b3df-feb50bce45ec.jpg?v=1764652248,https://shop.broadwaylive.in/products/gold-sequin-embroidered-pant
gold-sequin-embroidered-pant,23470506,GOLD SEQUIN EMBROIDERED PANT,Dash and Dot,"Pants, Flare, Luxury, Glamour, Evening Wear",Clothing & Fashion,"Sub Category: Bottoms, Fit: Relaxed, Color: Gold, Pattern: Geometric, Occasion: Night Out, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_dc2de4d3-d98a-4d5c-b723-7116331ca894.jpg?v=1764652248,https://shop.broadwaylive.in/products/gold-sequin-embroidered-pant
gold-sequin-embroidered-pant,23503274,GOLD SEQUIN EMBROIDERED PANT,Dash and Dot,"Pants, Flare, Luxury, Glamour, Evening Wear",Clothing & Fashion,"Sub Category: Bottoms, Fit: Relaxed, Color: Gold, Pattern: Geometric, Occasion: Night Out, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_46a4a3d2-d736-4871-b614-e9c0c3ce7774.jpg?v=1764652248,https://shop.broadwaylive.in/products/gold-sequin-embroidered-pant
gold-sequin-embroidered-pant,23536042,GOLD SEQUIN EMBROIDERED PANT,Dash and Dot,"Pants, Flare, Luxury, Glamour, Evening Wear",Clothing & Fashion,"Sub Category: Bottoms, Fit: Relaxed, Color: Gold, Pattern: Geometric, Occasion: Night Out, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/C_0d631c72-bcbc-4d89-ac89-823872747eb4.jpg?v=1764652253,https://shop.broadwaylive.in/products/gold-sequin-embroidered-pant
multicolour-check-sari-drape-skirt-set,23698858,MULTICOLOUR CHECK SARI DRAPE SKIRT SET,Dash and Dot,"Sari, Drape, Skirt Set, Brocade, Organza",Clothing & Fashion,"Sub Category: Dresses, Fit: Regular, Color: Brights, Pattern: Checks, Occasion: Party, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_544ddbd8-96a2-43f4-a136-1ba96c6810f7.jpg?v=1764583717,https://shop.broadwaylive.in/products/multicolour-check-sari-drape-skirt-set
multicolour-check-sari-drape-skirt-set,23928234,MULTICOLOUR CHECK SARI DRAPE SKIRT SET,Dash and Dot,"Sari, Drape, Skirt Set, Brocade, Organza",Clothing & Fashion,"Sub Category: Dresses, Fit: Regular, Color: Brights, Pattern: Checks, Occasion: Party, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/22_ac7a9364-8abf-4959-9103-04fdb90e3cdf.jpg?v=1764583717,https://shop.broadwaylive.in/products/multicolour-check-sari-drape-skirt-set
multicolour-check-sari-drape-skirt-set,24157610,MULTICOLOUR CHECK SARI DRAPE SKIRT SET,Dash and Dot,"Sari, Drape, Skirt Set, Brocade, Organza",Clothing & Fashion,"Sub Category: Dresses, Fit: Regular, Color: Brights, Pattern: Checks, Occasion: Party, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_7831e390-5dac-4117-b585-6dabd3c62f85.jpg?v=1764583717,https://shop.broadwaylive.in/products/multicolour-check-sari-drape-skirt-set
multicolour-check-sari-drape-skirt-set,24386986,MULTICOLOUR CHECK SARI DRAPE SKIRT SET,Dash and Dot,"Sari, Drape, Skirt Set, Brocade, Organza",Clothing & Fashion,"Sub Category: Dresses, Fit: Regular, Color: Brights, Pattern: Checks, Occasion: Party, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/C_29d29ca0-e775-4ea9-b7d1-cfd98c4a2035.jpg?v=1764583717,https://shop.broadwaylive.in/products/multicolour-check-sari-drape-skirt-set
cross-caged-adjustable-ring-nish-hair-x-evil-eye-jewel,24451874,Cross Caged adjustable ring | Nish Hair X Evil Eye Jewel,Nish Hair,"Adjustable Ring, Chic, Tarnish Free, Fashion, Minimalist",Jewellery & Accessories,"Sub Category: Rings, Metal Type: Gold, Aesthetic: Minimal, Occasion: Daily Wear",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/crosscagedringnishhair.jpg?v=1763717215,https://shop.broadwaylive.in/products/cross-caged-adjustable-ring-nish-hair-x-evil-eye-jewel
inez-cabel-link-bracelet-18k-gold-plated-nish-hair-x-evil-eye-jewel,24951330,Inez Cabel Link Bracelet 18K Gold Plated | Nish Hair X Evil Eye Jewel,Nish Hair,"Bracelet, Gold Plated, Delicate, Fashion, Everyday Wear",Jewellery & Accessories,"Sub Category: Bracelets, Metal Type: Gold, Aesthetic: Minimal, Occasion: Daily Wear",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/Inezcabellinkbracelet.jpg?v=1763717214,https://shop.broadwaylive.in/products/inez-cabel-link-bracelet-18k-gold-plated-nish-hair-x-evil-eye-jewel
metallic-embroidered-ivory-shirt,25631402,METALLIC EMBROIDERED IVORY SHIRT,Dash and Dot,"Shirt, Embroidered, Ivory, Half-Sleeve, Floral",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: White, Pattern: Floral, Occasion: Casual, Style: Classic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_4_1_2de58bdd-6ed7-47a6-aa19-671dea4a28c4.jpg?v=1764586411,https://shop.broadwaylive.in/products/metallic-embroidered-ivory-shirt
metallic-embroidered-ivory-shirt,25664170,METALLIC EMBROIDERED IVORY SHIRT,Dash and Dot,"Shirt, Embroidered, Ivory, Half-Sleeve, Floral",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: White, Pattern: Floral, Occasion: Casual, Style: Classic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_5_2_9100be5a-d0af-42b1-b960-c20b06718a28.jpg?v=1764586410,https://shop.broadwaylive.in/products/metallic-embroidered-ivory-shirt
metallic-embroidered-ivory-shirt,25696938,METALLIC EMBROIDERED IVORY SHIRT,Dash and Dot,"Shirt, Embroidered, Ivory, Half-Sleeve, Floral",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: White, Pattern: Floral, Occasion: Casual, Style: Classic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_6_3_055c8cf6-339c-4784-8a26-8a816146f368.jpg?v=1764586411,https://shop.broadwaylive.in/products/metallic-embroidered-ivory-shirt
linen-embroidered-top,25707690,LINEN EMBROIDERED TOP,Dash and Dot,"Linen, Embroidered, Sleeveless, Beige, Casual",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Beige, Pattern: Embroidery, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_0041f523-ede8-41c0-a9ec-a93362f5c44c.jpg?v=1764587424,https://shop.broadwaylive.in/products/linen-embroidered-top
metallic-embroidered-ivory-shirt,25729706,METALLIC EMBROIDERED IVORY SHIRT,Dash and Dot,"Shirt, Embroidered, Ivory, Half-Sleeve, Floral",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: White, Pattern: Floral, Occasion: Casual, Style: Classic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_127_c_9d49d17b-cd42-4965-9013-3983799bf62a.jpg?v=1764586410,https://shop.broadwaylive.in/products/metallic-embroidered-ivory-shirt
linen-embroidered-top,25740458,LINEN EMBROIDERED TOP,Dash and Dot,"Linen, Embroidered, Sleeveless, Beige, Casual",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Beige, Pattern: Embroidery, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_08ce76e5-ff48-4ea3-8cc5-cd5c0f4b200b.jpg?v=1764587424,https://shop.broadwaylive.in/products/linen-embroidered-top
linen-embroidered-top,25773226,LINEN EMBROIDERED TOP,Dash and Dot,"Linen, Embroidered, Sleeveless, Beige, Casual",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Beige, Pattern: Embroidery, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_ff663691-a9ea-4519-affe-8580a1cb99ea.jpg?v=1764587424,https://shop.broadwaylive.in/products/linen-embroidered-top
linen-embroidered-top,25805994,LINEN EMBROIDERED TOP,Dash and Dot,"Linen, Embroidered, Sleeveless, Beige, Casual",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Beige, Pattern: Embroidery, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_a96b52fe-dbf3-4149-b3b4-f07e261db712.jpg?v=1764587424,https://shop.broadwaylive.in/products/linen-embroidered-top
linen-embroidered-top,25838762,LINEN EMBROIDERED TOP,Dash and Dot,"Linen, Embroidered, Sleeveless, Beige, Casual",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Beige, Pattern: Embroidery, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_61de4838-73a9-4340-9c5e-c5edb02e0c88.jpg?v=1764587424,https://shop.broadwaylive.in/products/linen-embroidered-top
linen-embroidered-top,25871530,LINEN EMBROIDERED TOP,Dash and Dot,"Linen, Embroidered, Sleeveless, Beige, Casual",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Beige, Pattern: Embroidery, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_46d66f5c-f1c9-4fb3-a72d-134a7f179c79.jpg?v=1764587424,https://shop.broadwaylive.in/products/linen-embroidered-top
linen-embroidered-top,25904298,LINEN EMBROIDERED TOP,Dash and Dot,"Linen, Embroidered, Sleeveless, Beige, Casual",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Beige, Pattern: Embroidery, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/7_ea940d23-9607-4df7-a9cb-641ef5a5c3e2.jpg?v=1764587425,https://shop.broadwaylive.in/products/linen-embroidered-top
