barcode,gender,imageUrl,name,brandName,ageGroup,category,subCategory,productType,colorPalette,color,allTags
bdwy_S-KS-332-XS,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_6732788b-69fb-4b06-a673-fb766f829d0a.jpg?v=1766727347,Peach Lavender Mojito Set,N/A,adult,Clothing & Fashion,Ethnic Wear,Co-ord Sets,Light Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_6732788b-69fb-4b06-a673-fb766f829d0a.jpg?v=1766727347,"Breathable, Casual, Clothing & Fashion, Comfortable, Co-ord Sets, Embroidered, Ethnic Wear, Festive, Flared, Lavender, Regular, Solid"
bdwy_S-KS-354-2XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_a667f478-6ef2-4371-aec6-e1c08a5d2f77.jpg?v=1766727294,Black Crystal Suit Set with Organza Dupatta,N/A,adult,Clothing & Fashion,Ethnic Wear,Suit Set,Dark Winter,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_a667f478-6ef2-4371-aec6-e1c08a5d2f77.jpg?v=1766727294,"Black, Casual, Clothing & Fashion, Ethnic, Ethnic Wear, Formal, Regular, Solid, Suit Set, Tailored"
bdwy_S-KS-354-XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_cc22ea20-717c-49ff-9ff3-403085a76fd9.jpg?v=1766727292,Black Crystal Suit Set with Organza Dupatta,N/A,adult,Clothing & Fashion,Ethnic Wear,Suit Set,Dark Winter,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_cc22ea20-717c-49ff-9ff3-403085a76fd9.jpg?v=1766727292,"Black, Clothing & Fashion, Ethnic, Ethnic Wear, Formal, Party Wear, Regular, Solid, Suit Set, Tailored"
bdwy_S-KS-354-L,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_98a5326d-d570-449b-a782-d49947ffc2dd.jpg?v=1766727293,Black Crystal Suit Set with Organza Dupatta,N/A,adult,Clothing & Fashion,Ethnic Wear,Suit Set,Dark Winter,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_98a5326d-d570-449b-a782-d49947ffc2dd.jpg?v=1766727293,"Black, Casual, Clothing & Fashion, Dupatta, Embellished, Ethnic, Ethnic Wear, Formal, Regular, Solid, Suit Set"
bdwy_S-KS-354-M,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_01bf48dd-872a-4910-b6f1-bc76da48dd7d.jpg?v=1766727292,Black Crystal Suit Set with Organza Dupatta,N/A,adult,Clothing & Fashion,Ethnic Wear,Suit Set,Dark Winter,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_01bf48dd-872a-4910-b6f1-bc76da48dd7d.jpg?v=1766727292,"Black, Casual, Clothing & Fashion, Ethnic, Ethnic Wear, Formal, Regular, Solid, Suit Set, Tailored"
bdwy_S-KS-354-S,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_527d2ce6-6a77-4df7-a8b3-4a73a351577e.jpg?v=1766727292,Black Crystal Suit Set with Organza Dupatta,N/A,adult,Clothing & Fashion,Ethnic Wear,Suit Set,Dark Winter,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_527d2ce6-6a77-4df7-a8b3-4a73a351577e.jpg?v=1766727292,"Black, Clothing & Fashion, Ethnic, Ethnic Wear, Formal, Maxi, Party Wear, Regular, Solid, Suit Set"
bdwy_S-KS-354-XS,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_a6bfcd11-2d08-4298-998d-80956d8938ae.jpg?v=1766727292,Black Crystal Suit Set with Organza Dupatta,N/A,adult,Clothing & Fashion,Ethnic Wear,Suit Set,Dark Winter,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_a6bfcd11-2d08-4298-998d-80956d8938ae.jpg?v=1766727292,"Black, Casual, Clothing & Fashion, Crystal Embellishments, Ethnic Wear, Formal, Organza Dupatta, Regular, Solid, Suit Set"
bdwy_S-KS-201-2XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_12cea214-1661-47e8-a881-08ade1865bea.jpg?v=1766727178,Almond Gold and White Embroidered Kurta Set,N/A,adult,Clothing & Fashion,Ethnic Wear,Kurtas,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_12cea214-1661-47e8-a881-08ade1865bea.jpg?v=1766727178,"Beige, Casual, Clothing & Fashion, Cotton, Embroidered, Ethnic, Ethnic Wear, Full Sleeve, Kurtas, Regular, Solid"
bdwy_S-KS-201-XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_02963db5-8943-4a69-b499-1c96b0f38647.jpg?v=1766727179,Embroidered Kurta Set,N/A,adult,Clothing & Fashion,Ethnic Wear,Kurtas,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_02963db5-8943-4a69-b499-1c96b0f38647.jpg?v=1766727179,"Beige, Casual, Clothing & Fashion, Embroidered, Ethnic, Ethnic Wear, Full Sleeve, Kurtas, Regular, Round Neck, Solid"
bdwy_S-KS-201-L,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_8b0c5ce9-1fcc-4a99-896a-c89721f82ee2.jpg?v=1766727178,Almond Gold and White Embroidered Kurta Set,N/A,adult,Clothing & Fashion,Ethnic Wear,Kurtas,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_8b0c5ce9-1fcc-4a99-896a-c89721f82ee2.jpg?v=1766727178,"Brown, Casual, Clothing & Fashion, Cotton, Embroidered, Ethnic, Ethnic Wear, Full Sleeve, Kurtas, Regular, Round Neck, Solid"
bdwy_S-KS-201-M,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_0a04f943-9059-44e3-82f4-f237bcdd1c7e.jpg?v=1766727178,Almond Gold and White Embroidered Kurta Set,N/A,adult,Clothing & Fashion,Ethnic Wear,Kurtas,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_0a04f943-9059-44e3-82f4-f237bcdd1c7e.jpg?v=1766727178,"Beige, Casual, Clothing & Fashion, Cotton, Embroidered, Ethnic, Ethnic Wear, Full Sleeve, Kurtas, Regular, Round Neck, Solid"
bdwy_S-KS-201-S,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_f4007b31-9cdd-4c38-948f-e6dada50dcbd.jpg?v=1766727178,Almond Gold and White Embroidered Kurta Set,N/A,adult,Clothing & Fashion,Ethnic Wear,Kurtas,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_f4007b31-9cdd-4c38-948f-e6dada50dcbd.jpg?v=1766727178,"Brown, Casual, Clothing & Fashion, Cotton, Embroidered, Ethnic, Ethnic Wear, Full Sleeve, Kurtas, Regular, Round Neck, Solid"
bdwy_S-KS-201-XS,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_e595b05c-43e2-4917-b8aa-cb7937049bbe.jpg?v=1766727178,Almond Gold and White Embroidered Kurta Set,N/A,adult,Clothing & Fashion,Ethnic Wear,Kurtas,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_e595b05c-43e2-4917-b8aa-cb7937049bbe.jpg?v=1766727178,"Beige, Casual, Clothing & Fashion, Cotton Silk, Embroidered, Ethnic Wear, Kurtas, Lightweight, Regular, Round Neck, Solid, Three-Quarter Sleeve"
bdwy_SEW-FU-19-2XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_0ad0632f-2adb-4da9-8359-985f6b350b64.jpg?v=1766727030,Eclectic Yellow Bird Flock Top and Dhoti Skirt Set,N/A,adult,Clothing & Fashion,Ethnic Wear,Co-ord Sets,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_0ad0632f-2adb-4da9-8359-985f6b350b64.jpg?v=1766727030,"Casual, Clothing & Fashion, Co-ord Sets, Ethnic, Ethnic Wear, Floral, Lightweight, Regular, Solid, Yellow"
bdwy_SEW-FU-19-XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_6ad89f44-f5b7-43be-9150-3a5ac17edead.jpg?v=1766727030,Eclectic Yellow Bird Flock Top and Dhoti Skirt Set,N/A,adult,Clothing & Fashion,Co-ord Sets,Top and Bottom Set,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_6ad89f44-f5b7-43be-9150-3a5ac17edead.jpg?v=1766727030,"Casual, Clothing & Fashion, Co-ord Sets, Floral, Lightweight, Regular, Solid, Top and Bottom Set, Yellow"
bdwy_SEW-FU-19-L,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_beee1b3b-d542-4265-bf1f-0cea03a9ac7d.jpg?v=1766727030,Eclectic Yellow Bird Flock Top and Dhoti Skirt Set,N/A,adult,Clothing & Fashion,Co-ord Sets,Top and Bottom Set,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_beee1b3b-d542-4265-bf1f-0cea03a9ac7d.jpg?v=1766727030,"Casual, Clothing & Fashion, Co-ord Sets, Ethnic Wear, Festive, Lightweight, Regular, Solid, Top and Bottom Set, Yellow"
bdwy_SEW-FU-19-M,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_1fa72e25-c535-4d2a-8dde-37eeb0a9684c.jpg?v=1766727030,N/A,N/A,adult,Clothing & Fashion,Ethnic Wear,Co-ord Sets,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_1fa72e25-c535-4d2a-8dde-37eeb0a9684c.jpg?v=1766727030,"Casual, Clothing & Fashion, Co-ord Sets, Ethnic Wear, Floral, Lightweight, Regular, Solid, Yellow"
bdwy_SEW-FU-19-S,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_274699f7-f187-4bbb-adab-60f8a725408a.jpg?v=1766727030,N/A,N/A,adult,Clothing & Fashion,Co-ord Sets,Tops,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_274699f7-f187-4bbb-adab-60f8a725408a.jpg?v=1766727030,"Casual, Clothing & Fashion, Co-ord Sets, Ethnic Wear, Floral, Lightweight, Regular, Solid, Tops, Yellow"
bdwy_SEW-FU-19-XS,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_5128da2e-f847-4873-85b9-5d35fc1b3045.jpg?v=1766727030,Eclectic Yellow Bird Flock Top and Dhoti Skirt Set,N/A,adult,Clothing & Fashion,Co-ord Sets,Tops,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_5128da2e-f847-4873-85b9-5d35fc1b3045.jpg?v=1766727030,"Bird Print, Casual, Clothing & Fashion, Comfort, Co-ord Sets, Festive Wear, Regular, Solid, Tops, Yellow"
bdwy_SEW-FU-18-2XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_4f992779-2146-49ef-9e7a-5d9ad04f97bf.jpg?v=1766726961,Floral Printed Drape Top and Dhoti Skirt Set,N/A,adult,Clothing & Fashion,Ethnic Wear,Co-ord Sets,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_4f992779-2146-49ef-9e7a-5d9ad04f97bf.jpg?v=1766726961,"Beige, Casual, Clothing & Fashion, Co-ord Sets, Drape, Ethnic Wear, Floral, Lightweight, Regular, Skirt Set"
bdwy_SEW-FU-18-XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_2f55748b-de7a-4e32-b91a-6c847f23c35d.jpg?v=1766726961,Beige and Green Floral Printed Drape Top and Dhoti Skirt Set,N/A,adult,Clothing & Fashion,Ethnic Wear,Co-ord Sets,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_2f55748b-de7a-4e32-b91a-6c847f23c35d.jpg?v=1766726961,"Beige, Casual, Clothing & Fashion, Co-ord Sets, Drape, Ethnic Wear, Floral, Lightweight, Regular, Skirt Set"
bdwy_SEW-FU-18-L,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_b44497b6-15e0-42fd-8e4c-59c7c66c56ee.jpg?v=1766726961,Floral Printed Drape Top and Dhoti Skirt Set,N/A,adult,Clothing & Fashion,Ethnic Wear,Co-ord Sets,Light Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_b44497b6-15e0-42fd-8e4c-59c7c66c56ee.jpg?v=1766726961,"Beige, Casual, Clothing & Fashion, Co-ord Sets, Drape, Ethnic Wear, Floral, Lightweight, Regular, Skirt Set"
bdwy_SEW-FU-18-M,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_2592b86c-b647-42c6-b03a-d83d64fca11e.jpg?v=1766726961,Beige and Green Floral Printed Drape Top and Dhoti Skirt Set,N/A,adult,Clothing & Fashion,Ethnic Wear,Co-ord Sets,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_2592b86c-b647-42c6-b03a-d83d64fca11e.jpg?v=1766726961,"Beige, Casual, Clothing & Fashion, Co-ord Sets, Drape, Ethnic Wear, Floral, Lightweight, Regular, Skirt Set"
bdwy_SEW-FU-18-S,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_45c0f582-d22d-4645-8dc5-f2ff4620fd3a.jpg?v=1766726961,Floral Printed Drape Top and Dhoti Skirt Set,N/A,adult,Clothing & Fashion,Ethnic Wear,Co-ord Sets,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_45c0f582-d22d-4645-8dc5-f2ff4620fd3a.jpg?v=1766726961,"Beige, Casual, Clothing & Fashion, Co-ord Sets, Drape, Ethnic Wear, Floral, Lightweight, Regular, Set"
bdwy_SEW-FU-18-XS,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_d2570c1c-67e0-4d1f-ad04-b7df4dc4ccf7.jpg?v=1766726961,Beige and Green Floral Printed Drape Top and Dhoti Skirt Set,N/A,adult,Clothing & Fashion,Ethnic Wear,Co-ord Sets,Light Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_d2570c1c-67e0-4d1f-ad04-b7df4dc4ccf7.jpg?v=1766726961,"Beige, Casual, Clothing & Fashion, Comfort, Co-ord Sets, Drape, Ethnic Wear, Floral, Fusion, Regular"
bdwy_SEW-FU-2023-04-XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_1de18146-4a06-4eb1-b81b-2ed9b300721a.jpg?v=1766726889,Rust Shell Embellished Kaftan Ensemble,N/A,adult,Clothing & Fashion,Tops,Kaftan,True Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_1de18146-4a06-4eb1-b81b-2ed9b300721a.jpg?v=1766726889,"Casual, Clothing & Fashion, Embellished, Kaftan, Lightweight, Regular, Rust, Solid, Tops"
bdwy_SEW-FU-2023-04-L,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_43fe9d23-b824-4982-86cb-56ce502b313f.jpg?v=1766726888,Rust Shell Embellished Kaftan Ensemble,N/A,adult,Clothing & Fashion,Tops,Kaftan,True Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_43fe9d23-b824-4982-86cb-56ce502b313f.jpg?v=1766726888,"Casual, Clothing & Fashion, Embellished, Kaftan, Lightweight, Regular, Rust, Solid, Tops"
bdwy_SEW-FU-2023-04-M,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_8543ceee-dd2c-40ab-826e-b02063571a86.jpg?v=1766726889,N/A,N/A,adult,Clothing & Fashion,Tops,Kaftan,True Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_8543ceee-dd2c-40ab-826e-b02063571a86.jpg?v=1766726889,"Casual, Chic, Clothing & Fashion, Embellished, Kaftan, Lightweight, Regular, Rust, Solid, Tops"
bdwy_SEW-FU-2023-04-S,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_29410c19-879d-4b48-994f-8717a2887d63.jpg?v=1766726889,N/A,N/A,adult,Clothing & Fashion,Tops,Kaftan,True Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_29410c19-879d-4b48-994f-8717a2887d63.jpg?v=1766726889,"Casual, Clothing & Fashion, Embellished, Kaftan, Lightweight, Regular, Rust, Solid, Tops"
bdwy_SEW-FU-2023-04-XS,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_9c54e438-c806-41c0-bd97-003d4bda51ee.jpg?v=1766726889,RUST SHELL EMBELISHED KAFTAN ENSEMBLE,N/A,adult,Clothing & Fashion,Tops,Kaftan,True Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_9c54e438-c806-41c0-bd97-003d4bda51ee.jpg?v=1766726889,"Casual, Clothing & Fashion, Embellished, Festive, Frilled Hem, High Low, Kaftan, Regular, Rust, Solid, Tops"
bdwy_SEW-FU-2023-03-2XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_70f644dd-d278-4b14-a9ee-79fdbb4cd975.jpg?v=1766726678,Vibrant Color Pop Printed Kaftan Ensemble,N/A,adult,Clothing & Fashion,Tops,Kaftan,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_70f644dd-d278-4b14-a9ee-79fdbb4cd975.jpg?v=1766726678,"Casual, Clothing & Fashion, Floral, Kaftan, Lightweight, Multicolor, Oversized, Printed, Regular, Tops"
bdwy_SEW-FU-2023-03-XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_8a4506a9-26e9-4e04-8540-26e5049a39a2.jpg?v=1766726678,Vibrant Color Pop Printed Kaftan Ensemble,N/A,adult,Clothing & Fashion,Tops,Kaftan,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_8a4506a9-26e9-4e04-8540-26e5049a39a2.jpg?v=1766726678,"Casual, Clothing & Fashion, Floral, Kaftan, Lightweight, Multicolor, Oversized, Printed, Regular, Tops"
bdwy_SEW-FU-2023-03-L,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_675d4a92-e5c9-40e0-b3ab-a47593e1fa45.jpg?v=1766726679,Vibrant Color Pop Printed Kaftan Ensemble,N/A,adult,Clothing & Fashion,Tops,Kaftan,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_675d4a92-e5c9-40e0-b3ab-a47593e1fa45.jpg?v=1766726679,"Casual, Clothing & Fashion, Floral, Kaftan, Lightweight, Multicolor, Oversized, Printed, Regular, Tops"
bdwy_SEW-FU-2023-03-M,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_f99da8e5-2f00-4c0f-bbf3-65d75c2384fb.jpg?v=1766726679,N/A,N/A,adult,Clothing & Fashion,Tops,Kaftan,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_f99da8e5-2f00-4c0f-bbf3-65d75c2384fb.jpg?v=1766726679,"Casual, Clothing & Fashion, Floral, Kaftan, Lightweight, Multicolor, Printed, Regular, Summer, Tops"
bdwy_SEW-FU-2023-03-S,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_5ddc9019-12b1-4fee-b259-d68a9d1dac6a.jpg?v=1766726679,Vibrant Color Pop Printed Kaftan Ensemble,N/A,adult,Clothing & Fashion,Tops,Kaftan,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_5ddc9019-12b1-4fee-b259-d68a9d1dac6a.jpg?v=1766726679,"Breathable, Casual, Clothing & Fashion, Floral, Kaftan, Lightweight, Multicolor, Printed, Regular, Tops"
bdwy_SEW-FU-2023-03-XS,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_7effc552-fc5a-4894-89fc-2dd47dec5d51.jpg?v=1766726678,Vibrant Color Pop Printed Kaftan Ensemble,N/A,adult,Clothing & Fashion,Tops,Kaftan,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_7effc552-fc5a-4894-89fc-2dd47dec5d51.jpg?v=1766726678,"Casual, Clothing & Fashion, Floral, Flowy, High-Low Cut, Kaftan, Lightweight, Multicolor, Printed, Regular, Tops"
bdwy_S-KS-364-XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_bcf25e16-fc26-4ce3-b208-ba360ee964c6.jpg?v=1766726587,Black Polka Dot Set with Embroidered Organza Dupatta,N/A,adult,Clothing & Fashion,Ethnic Wear,Co-ord Sets,True Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_bcf25e16-fc26-4ce3-b208-ba360ee964c6.jpg?v=1766726587,"Black, Casual, Clothing & Fashion, Co-ord Sets, Dupatta, Embroidered, Ethnic Wear, Lightweight, Polka Dots, Regular, Solid"
bdwy_S-KS-364-L,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_06140864-8a48-4203-aca4-2684265a97ac.jpg?v=1766726587,Black Polka Dot Set with Embroidered Organza Dupatta,N/A,adult,Clothing & Fashion,Ethnic Wear,Co-ord Sets,True Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_06140864-8a48-4203-aca4-2684265a97ac.jpg?v=1766726587,"Black, Casual, Clothing & Fashion, Co-ord Sets, Dupatta, Embroidered, Ethnic Wear, Lightweight, Polka Dots, Regular, Solid"
bdwy_S-KS-364-M,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_63a42072-12a0-4ce1-b120-1f4a5e9c9179.jpg?v=1766726587,Black Polka Dot Set with Embroidered Organza Dupatta,N/A,adult,Clothing & Fashion,Ethnic Wear,Co-ord Sets,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_63a42072-12a0-4ce1-b120-1f4a5e9c9179.jpg?v=1766726587,"Black, Casual, Clothing & Fashion, Co-ord Sets, Dupatta, Embroidered, Ethnic Wear, Lightweight, Polka Dots, Regular, Solid"
bdwy_S-KS-364-S,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_14b4de3f-1194-4000-aac1-e961472c25fa.jpg?v=1766726588,Black Polka Dot Set with Embroidered Organza Dupatta,N/A,adult,Clothing & Fashion,Ethnic Wear,Co-ord Sets,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_14b4de3f-1194-4000-aac1-e961472c25fa.jpg?v=1766726588,"Black, Casual, Clothing & Fashion, Co-ord Sets, Dupatta, Embroidered, Ethnic Wear, Lightweight, Polka Dots, Regular, Solid"
bdwy_S-KS-364-XS,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_233c72e3-4dc7-40dc-b879-17ee9aeaede9.jpg?v=1766726587,BLACK POLKA DOT SET WITH EMBROIDERED ORGANZA DUPATTA,N/A,adult,Clothing & Fashion,Ethnic Wear,Co-ord Sets,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_233c72e3-4dc7-40dc-b879-17ee9aeaede9.jpg?v=1766726587,"Casual, Clothing & Fashion, Co-ord Sets, Cream, Embroidered, Ethnic Wear, Festive, Halter Neck, Lace, Polka Dots, Regular, Sheer, Solid"
bdwy_Sew-Co-20-2XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_c08fa4aa-e110-47b5-bfff-f602191bf531.jpg?v=1766726497,Red and White Floral Printed Set,Sew Co,adult,Clothing & Fashion,Co-ord Sets,Set,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_c08fa4aa-e110-47b5-bfff-f602191bf531.jpg?v=1766726497,"Casual, Clothing & Fashion, Co-ord Sets, Floral, Lightweight, Printed, Red, Regular, Set"
bdwy_Sew-Co-20-XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_d7c968a2-fdf3-4716-9fa9-332e6abc2494.jpg?v=1766726497,N/A,N/A,adult,Clothing & Fashion,Co-ord Sets,Tops,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_d7c968a2-fdf3-4716-9fa9-332e6abc2494.jpg?v=1766726497,"Casual, Clothing & Fashion, Co-ord Sets, Floral, Lightweight, Printed, Red, Regular, Solid, Tops"
bdwy_Sew-Co-20-L,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_cdc93489-8d4c-4242-839e-e6ea4fff5b39.jpg?v=1766726497,N/A,N/A,adult,Clothing & Fashion,Co-ord Sets,N/A,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_cdc93489-8d4c-4242-839e-e6ea4fff5b39.jpg?v=1766726497,"Casual, Clothing & Fashion, Co-ord Sets, Floral, Lightweight, Printed, Red, Regular"
bdwy_Sew-Co-20-M,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_7aa507c3-710b-47a8-86c6-6adc75299b3e.jpg?v=1766726497,N/A,N/A,adult,Clothing & Fashion,Co-ord Sets,Tops,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_7aa507c3-710b-47a8-86c6-6adc75299b3e.jpg?v=1766726497,"Casual, Clothing & Fashion, Co-ord Sets, Floral, Lightweight, Printed, Red, Regular, Tops"
bdwy_Sew-Co-20-S,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_aaac39cd-bd6c-41ef-af6d-6036ed7d35cb.jpg?v=1766726497,Red and White Floral Printed Set,Sew Co,adult,Clothing & Fashion,Co-ord Sets,Set,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_aaac39cd-bd6c-41ef-af6d-6036ed7d35cb.jpg?v=1766726497,"Casual, Clothing & Fashion, Co-ord Sets, Floral, Lightweight, Printed, Red, Regular, Set"
bdwy_Sew-Co-20-XS,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_e5cad4fa-a451-4f7e-b041-a46103a18d10.jpg?v=1766726497,RED AND WHITE FLORAL PRINTED SET,Sew Co,adult,Clothing & Fashion,Co-ord Sets,Sets,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_e5cad4fa-a451-4f7e-b041-a46103a18d10.jpg?v=1766726497,"Breathable, Casual, Chic, Clothing & Fashion, Co-ord Sets, Floral, Lightweight, Red, Regular, Sets, Summer, V Neck"
bdwy_Sew-Co-19-2XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_1574ba83-ba24-43d5-ac3a-08ee7ef5a4bf.jpg?v=1766726165,Black Floral Printed Co-ord Set,Sew,adult,Clothing & Fashion,Co-ord Sets,Co-ord Set,Dark Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_1574ba83-ba24-43d5-ac3a-08ee7ef5a4bf.jpg?v=1766726165,"Black, Casual, Clothing & Fashion, Co-ord, Co-ord Set, Co-ord Sets, Floral, Printed, Regular"
bdwy_Sew-Co-19-XL,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_82429808-abcc-4e19-8d39-e1811ae4a237.jpg?v=1766726165,N/A,N/A,adult,Clothing & Fashion,Co-ord Sets,Co-ord Set,Dark Winter,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_82429808-abcc-4e19-8d39-e1811ae4a237.jpg?v=1766726165,"Black, Casual, Clothing & Fashion, Co-ord Set, Co-ord Sets, Floral, Printed, Regular, Sleeveless"
bdwy_Sew-Co-19-L,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_d6ffd53a-bf7e-4404-9e07-15f770a82812.jpg?v=1766726164,Black Floral Printed Co-ord Set,Sew,adult,Clothing & Fashion,Co-ord Sets,Co-ord Set,Dark Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_d6ffd53a-bf7e-4404-9e07-15f770a82812.jpg?v=1766726164,"Black, Casual, Clothing & Fashion, Co-ord Set, Co-ord Sets, Floral, Printed, Regular"
